,Team,Sport,Event,Medal,Age,Height,Weight,Cluster
296,Russia,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,23.0,178.0,105.0,7
297,Russia,Water Polo,Water Polo Women's Water Polo,Bronze,25.0,165.0,57.0,3
298,Nigeria,Football,Football Men's Football,Bronze,30.0,187.0,80.0,5
299,United States,Fencing,"Fencing Women's Sabre, Team",Bronze,26.0,183.0,74.0,7
300,Soviet Union,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,29.0,165.0,58.0,8
301,Soviet Union,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,21.0,173.0,67.0,8
302,Soviet Union,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,25.0,173.0,67.0,1
303,Russia,Rowing,Rowing Men's Coxed Eights,Bronze,26.0,201.0,100.0,3
304,Soviet Union,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,17.0,174.0,62.0,8
305,Soviet Union,Sailing,Sailing Mixed Two Person Keelboat,Silver,23.0,192.0,88.0,4
306,Syria,Boxing,Boxing Men's Heavyweight,Bronze,22.0,187.0,81.0,7
307,Qatar,Shooting,Shooting Men's Skeet,Bronze,41.0,178.0,82.0,7
308,Kuwait,Shooting,Shooting Men's Double Trap,Bronze,33.0,178.0,95.0,7
309,Kuwait,Shooting,Shooting Men's Trap,Bronze,45.0,178.0,95.0,7
310,Individual Olympic Athletes,Shooting,Shooting Men's Double Trap,Gold,49.0,178.0,95.0,1
311,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,40.0,162.0,70.0,7
312,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,31.0,175.0,57.0,7
313,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,170.0,63.0,1
314,United Arab Emirates,Shooting,Shooting Men's Double Trap,Gold,40.0,175.0,67.0,1
315,Individual Olympic Athletes,Shooting,Shooting Men's Skeet,Bronze,52.0,183.0,83.0,7
316,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,27.0,178.0,69.0,7
317,Saudi Arabia,Athletics,Athletics Men's 400 metres Hurdles,Silver,23.0,191.0,72.0,4
318,Spain,Sailing,Sailing Women's Windsurfer,Gold,26.0,164.0,55.0,1
319,Soviet Union,Basketball,Basketball Men's Basketball,Silver,33.0,176.0,74.0,4
320,Soviet Union,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,23.0,154.0,52.0,4
321,Pakistan,Hockey,Hockey Men's Hockey,Silver,26.0,172.0,73.0,4
322,Pakistan,Hockey,Hockey Men's Hockey,Gold,30.0,172.0,73.0,1
323,Croatia,Basketball,Basketball Men's Basketball,Silver,25.0,190.0,81.0,4
324,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,182.0,85.0,6
325,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,30.0,174.0,67.0,1
326,Italy,Sailing,Sailing Mixed One Person Dinghy,Bronze,25.0,179.0,80.0,7
327,Italy,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver,31.0,187.0,84.0,4
328,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,31.0,187.0,84.0,4
329,Italy,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze,33.0,187.0,84.0,7
330,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,33.0,187.0,84.0,1
331,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,37.0,187.0,84.0,4
332,Russia,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,24.0,192.0,156.0,7
333,Spain,Football,Football Men's Football,Silver,23.0,182.0,75.0,5
334,West Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20.0,184.0,75.0,7
335,Italy,Water Polo,Water Polo Men's Water Polo,Silver,29.0,192.0,82.0,4
336,Hungary,Football,Football Men's Football,Bronze,18.0,182.0,75.0,5
337,Spain,Handball,Handball Women's Handball,Bronze,29.0,179.0,90.0,7
338,Sweden,Athletics,"Athletics Men's 10,000 metres",Bronze,26.0,177.0,67.0,8
339,Italy,Rowing,Rowing Men's Coxless Fours,Bronze,20.0,180.0,83.0,3
340,Russia,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,19.0,165.0,66.0,1
341,East Germany,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,17.0,165.0,57.0,7
342,Switzerland,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,31.0,175.0,64.0,7
343,Sweden,Sailing,Sailing Mixed Two Person Keelboat,Gold,39.0,181.0,67.0,1
344,United States,Athletics,Athletics Men's High Jump,Silver,23.0,191.0,79.0,0
345,Soviet Union,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,24.0,181.0,87.0,7
346,Brazil,Football,Football Men's Football,Bronze,30.0,183.0,76.0,5
347,Cuba,Boxing,Boxing Men's Light-Welterweight,Silver,20.0,183.0,63.0,4
348,Cuba,Boxing,Boxing Men's Welterweight,Gold,24.0,183.0,63.0,1
349,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,177.0,75.0,2
350,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,17.0,170.0,59.0,8
351,Spain,Hockey,Hockey Men's Hockey,Silver,23.0,184.0,75.0,4
352,Spain,Hockey,Hockey Men's Hockey,Silver,27.0,171.0,71.0,4
353,New Zealand,Sailing,Sailing Women's Two Person Dinghy,Gold,26.0,171.0,58.0,1
354,New Zealand,Sailing,Sailing Women's Two Person Dinghy,Silver,30.0,171.0,58.0,4
355,Lithuania,Athletics,Athletics Men's Discus Throw,Gold,28.0,200.0,130.0,1
356,Lithuania,Athletics,Athletics Men's Discus Throw,Gold,32.0,200.0,130.0,1
357,Lithuania,Athletics,Athletics Men's Discus Throw,Bronze,36.0,200.0,130.0,8
358,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,20.0,168.0,69.0,6
359,Bulgaria,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,20.0,176.0,89.0,4
360,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,180.0,81.0,6
361,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0,180.0,81.0,6
362,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,30.0,180.0,81.0,6
363,Soviet Union-2,Bobsleigh,Bobsleigh Men's Two,Bronze,26.0,178.0,89.0,7
364,Soviet Union,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,19.0,180.0,83.0,4
365,Soviet Union,Rowing,Rowing Women's Double Sculls,Gold,23.0,180.0,83.0,1
366,Armenia,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,20.0,190.0,98.0,7
367,Armenia,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,24.0,190.0,98.0,1
368,Soviet Union,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,30.0,185.0,160.0,1
369,Soviet Union,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,34.0,185.0,160.0,1
370,Soviet Union,Diving,Diving Women's Platform,Bronze,17.0,157.0,50.0,7
371,Serbia,Water Polo,Water Polo Men's Water Polo,Bronze,26.0,193.0,96.0,3
372,Serbia,Water Polo,Water Polo Men's Water Polo,Gold,30.0,193.0,96.0,1
373,Brazil,Basketball,Basketball Women's Basketball,Silver,22.0,200.0,85.0,4
374,Brazil,Basketball,Basketball Women's Basketball,Bronze,26.0,200.0,85.0,3
375,Brazil,Football,Football Men's Football,Silver,21.0,177.0,60.0,5
376,Canada,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,27.0,172.0,58.0,4
377,Great Britain,Fencing,"Fencing Men's epee, Team",Silver,24.0,188.0,74.0,4
378,Canada,Rowing,Rowing Women's Coxed Eights,Bronze,23.0,170.0,69.0,3
379,France,Judo,Judo Men's Half-Lightweight,Bronze,24.0,170.0,73.0,7
380,France,Judo,Judo Men's Lightweight,Gold,28.0,170.0,73.0,1
381,Brazil,Football,Football Men's Football,Bronze,18.0,179.0,71.0,5
382,Brazil,Football,Football Men's Football,Silver,22.0,179.0,71.0,5
383,Romania,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,26.0,157.0,52.0,4
384,Romania,Boxing,Boxing Men's Heavyweight,Silver,26.0,189.0,81.0,4
385,Soviet Union,Diving,Diving Men's Platform,Bronze,23.0,184.0,74.0,7
386,Soviet Union,Diving,Diving Men's Platform,Silver,27.0,184.0,74.0,4
387,Russia,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,33.0,181.0,88.0,7
388,Niger,Taekwondo,Taekwondo Men's Heavyweight,Silver,21.0,207.0,90.0,4
389,Soviet Union,Athletics,Athletics Women's Long Jump,Bronze,30.0,170.0,62.0,8
390,Spain,Football,Football Men's Football,Gold,19.0,178.0,69.0,5
391,United States,Basketball,Basketball Men's Basketball,Gold,19.0,185.0,74.0,2
392,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,33.0,182.0,92.0,6
393,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,41.0,182.0,92.0,6
394,Brazil,Basketball,Basketball Men's Basketball,Bronze,23.0,183.0,77.0,3
395,Brazil,Basketball,Basketball Men's Basketball,Bronze,35.0,183.0,77.0,3
396,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,27.0,178.0,77.0,6
397,Sweden,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,37.0,163.0,56.0,4
398,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,176.0,69.0,1
399,United States,Athletics,Athletics Women's 100 metres Hurdles,Silver,27.0,170.0,65.0,0
400,India,Hockey,Hockey Men's Hockey,Gold,22.0,165.0,61.0,1
401,France,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,17.0,180.0,69.0,4
402,Iran,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,29.0,158.0,48.0,4
403,Russia,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,41.0,168.0,72.0,1
404,Russia,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,45.0,168.0,72.0,7
405,Croatia,Handball,Handball Men's Handball,Bronze,26.0,200.0,110.0,3
406,Brazil,Football,Football Women's Football,Silver,22.0,180.0,71.0,4
407,Russia,Shooting,Shooting Men's Trap,Gold,29.0,175.0,80.0,1
408,Russia,Shooting,Shooting Men's Trap,Bronze,32.0,175.0,80.0,7
409,Brazil-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,26.0,203.0,106.0,4
410,Brazil-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,30.0,203.0,106.0,1
411,Nigeria,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,28.0,187.0,75.0,8
412,Russia,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,17.0,174.0,48.0,1
413,Iran,Taekwondo,Taekwondo Women's Featherweight,Bronze,18.0,185.0,57.0,7
414,Unified Team,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,19.0,176.0,54.0,7
415,France,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,23.0,168.0,68.0,7
416,Algeria,Boxing,Boxing Men's Light-Welterweight,Bronze,26.0,174.0,63.0,7
417,Great Britain,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,25.0,193.0,93.0,7
418,France,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,22.0,175.0,72.0,4
419,Great Britain,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,40.0,162.0,68.0,7
420,Great Britain,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,44.0,162.0,68.0,4
421,United States,Sailing,Sailing Mixed Three Person Keelboat,Gold,24.0,188.0,95.0,2
422,United States,Baseball,Baseball Men's Baseball,Bronze,21.0,185.0,86.0,7
423,Austria,Triathlon,Triathlon Women's Olympic Distance,Gold,34.0,163.0,53.0,1
424,Australia,Hockey,Hockey Women's Hockey,Gold,26.0,170.0,65.0,1
425,United States,Basketball,Basketball Men's Basketball,Gold,25.0,192.0,93.0,2
426,United States,Figure Skating,Figure Skating Men's Singles,Bronze,14.0,163.0,69.0,7
427,United States,Rowing,Rowing Men's Coxed Eights,Gold,25.0,193.0,98.0,2
428,United States,Rowing,Rowing Men's Coxed Eights,Bronze,29.0,193.0,98.0,3
429,Australia,Softball,Softball Women's Softball,Bronze,21.0,170.0,59.0,7
430,Australia,Softball,Softball Women's Softball,Silver,25.0,170.0,59.0,4
431,Australia,Softball,Softball Women's Softball,Bronze,29.0,170.0,59.0,7
432,Great Britain,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze,26.0,177.0,72.0,7
433,Trinidad and Tobago,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,23.0,180.0,73.0,8
434,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,54.0,180.0,71.0,4
435,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,54.0,180.0,71.0,1
436,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,15.0,163.0,59.0,2
437,Italy,Water Polo,Water Polo Women's Water Polo,Gold,34.0,167.0,60.0,1
438,Sweden,Athletics,"Athletics Men's Cross-Country, Team",Bronze,31.0,170.0,63.0,8
439,Sweden,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,29.0,170.0,69.0,7
440,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,20.0,178.0,83.0,6
441,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,24.0,178.0,83.0,6
442,Argentina,Football,Football Men's Football,Silver,22.0,173.0,70.0,5
443,Sweden,Athletics,Athletics Men's Triple Jump,Bronze,20.0,188.0,73.0,8
444,Sweden,Athletics,Athletics Men's Triple Jump,Bronze,28.0,188.0,73.0,8
445,Sweden,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,28.0,182.0,70.0,8
446,Cameroon,Football,Football Men's Football,Gold,20.0,180.0,80.0,5
447,Brazil,Football,Football Men's Football,Silver,25.0,182.0,74.0,5
448,Spain,Handball,Handball Women's Handball,Bronze,28.0,172.0,65.0,7
449,Russia,Boxing,Boxing Men's Flyweight,Bronze,23.0,164.0,52.0,7
450,Nigeria,Athletics,Athletics Women's 100 metres Hurdles,Silver,22.0,155.0,51.0,4
451,Norway,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,22.0,190.0,82.0,1
452,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,22.0,190.0,82.0,4
453,Norway,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Gold,26.0,190.0,82.0,1
454,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,26.0,190.0,82.0,1
455,Norway,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold,30.0,190.0,82.0,1
456,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,30.0,190.0,82.0,1
457,Sweden,Swimming,Swimming Women's 50 metres Freestyle,Silver,23.0,180.0,64.0,0
458,Sweden,Swimming,Swimming Women's 100 metres Freestyle,Silver,23.0,180.0,64.0,0
459,Sweden,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,23.0,180.0,64.0,8
460,Soviet Union,Fencing,"Fencing Men's Sabre, Team",Silver,28.0,181.0,78.0,4
461,Norway,Handball,Handball Women's Handball,Gold,27.0,172.0,60.0,1
462,Norway,Handball,Handball Women's Handball,Bronze,31.0,172.0,60.0,7
463,Germany,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,26.0,193.0,92.0,7
464,Germany,Rowing,Rowing Women's Coxless Pairs,Silver,25.0,180.0,72.0,4
465,Italy,Athletics,Athletics Men's 10 kilometres Walk,Bronze,18.0,177.0,70.0,8
466,Switzerland,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,19.0,165.0,64.0,7
467,Chile,Football,Football Men's Football,Bronze,20.0,173.0,62.0,5
468,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,24.0,175.0,72.0,0
469,Cuba,Basketball,Basketball Men's Basketball,Bronze,22.0,198.0,97.0,3
470,Cuba,Boxing,Boxing Men's Bantamweight,Bronze,21.0,173.0,60.0,7
471,Cuba,Boxing,Boxing Men's Lightweight,Bronze,25.0,173.0,60.0,7
472,Colombia,Judo,Judo Women's Middleweight,Bronze,26.0,176.0,70.0,7
473,Colombia,Judo,Judo Women's Middleweight,Silver,30.0,176.0,70.0,4
474,Italy-2,Bobsleigh,Bobsleigh Men's Two,Silver,23.0,178.0,83.0,4
475,Italy-2,Bobsleigh,Bobsleigh Men's Four,Silver,23.0,178.0,83.0,4
476,Brazil,Volleyball,Volleyball Men's Volleyball,Silver,25.0,194.0,88.0,4
477,Egypt,Boxing,Boxing Men's Super-Heavyweight,Silver,29.0,190.0,91.0,4
478,Russia,Gymnastics,Gymnastics Men's Team All-Around,Bronze,21.0,166.0,63.0,7
479,Russia,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,23.0,169.0,60.0,7
480,Romania,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,16.0,158.0,44.0,7
481,Romania,Gymnastics,Gymnastics Women's Team All-Around,Bronze,16.0,158.0,44.0,7
482,Romania,Gymnastics,Gymnastics Women's Floor Exercise,Silver,16.0,158.0,44.0,4
483,Romania,Gymnastics,Gymnastics Women's Horse Vault,Gold,16.0,158.0,44.0,1
484,Romania,Gymnastics,Gymnastics Women's Individual All-Around,Gold,20.0,158.0,44.0,1
485,Romania,Gymnastics,Gymnastics Women's Team All-Around,Gold,20.0,158.0,44.0,1
486,Romania,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,20.0,158.0,44.0,7
487,Soviet Union,Luge,Luge Women's Singles,Bronze,19.0,170.0,69.0,7
488,Brazil,Football,Football Men's Football,Bronze,23.0,170.0,67.0,5
489,Italy,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,24.0,177.0,73.0,3
490,Ghana,Boxing,Boxing Men's Middleweight,Bronze,28.0,177.0,75.0,7
491,Spain,Hockey,Hockey Men's Hockey,Silver,26.0,168.0,73.0,4
492,France,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,34.0,175.0,74.0,7
493,France,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,34.0,175.0,74.0,1
494,Spain,Hockey,Hockey Men's Hockey,Silver,34.0,193.0,80.0,4
495,Spain,Hockey,Hockey Men's Hockey,Bronze,20.0,183.0,67.0,7
496,Spain,Hockey,Hockey Men's Hockey,Silver,18.0,183.0,78.0,4
497,Spain,Hockey,Hockey Men's Hockey,Silver,30.0,183.0,78.0,4
498,Argentina,Sailing,Sailing Women's One Person Dinghy,Bronze,26.0,170.0,63.0,7
499,Brazil,Volleyball,Volleyball Men's Volleyball,Silver,25.0,198.0,87.0,4
500,Brazil,Volleyball,Volleyball Men's Volleyball,Gold,33.0,198.0,87.0,1
501,Brazil,Basketball,Basketball Men's Basketball,Bronze,24.0,190.0,90.0,3
502,Brazil,Basketball,Basketball Men's Basketball,Bronze,28.0,190.0,90.0,3
503,Spain,Football,Football Men's Football,Gold,21.0,182.0,68.0,5
504,Spain,Football,Football Men's Football,Silver,22.0,188.0,85.0,5
505,Italy,Water Polo,Water Polo Men's Water Polo,Gold,21.0,174.0,77.0,1
506,Nigeria,Football,Football Men's Football,Silver,19.0,187.0,70.0,5
507,United States,Softball,Softball Women's Softball,Gold,23.0,172.0,70.0,2
508,Hungary,Water Polo,Water Polo Men's Water Polo,Gold,31.0,185.0,90.0,1
509,East Germany-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,23.0,173.0,74.0,1
510,France,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,29.0,180.0,87.0,4
511,Italy,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,28.0,184.0,73.0,3
512,United States,Rowing,Rowing Men's Coxed Eights,Gold,27.0,186.0,86.0,2
513,United States,Rowing,Rowing Men's Coxed Eights,Gold,29.0,186.0,91.0,2
514,Switzerland,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,20.0,171.0,55.0,1
515,Switzerland,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,20.0,171.0,55.0,1
516,Switzerland,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,28.0,171.0,55.0,1
517,Switzerland,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,28.0,171.0,55.0,1
518,West Germany,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,43.0,183.0,71.0,4
519,Nigeria,Football,Football Men's Football,Gold,23.0,182.0,78.0,5
520,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,31.0,183.0,91.0,6
521,Australia,Athletics,Athletics Women's 400 metres,Bronze,24.0,163.0,55.0,8
522,Spain,Handball,Handball Women's Handball,Bronze,29.0,165.0,62.0,7
523,Botswana,Athletics,Athletics Men's 800 metres,Silver,18.0,179.0,60.0,4
524,Armenia,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,24.0,158.0,55.0,7
525,East Germany,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,24.0,182.0,77.0,1
526,Tunisia,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze,27.0,160.0,58.0,7
527,Canada,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,19.0,183.0,70.0,8
528,Norway,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,23.0,195.0,88.0,1
529,Norway,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,27.0,195.0,88.0,7
530,Nigeria,Football,Football Men's Football,Gold,25.0,176.0,70.0,5
531,Nigeria,Football,Football Men's Football,Bronze,20.0,171.0,85.0,5
532,Canada,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,31.0,188.0,84.0,1
533,South Korea,Judo,Judo Men's Half-Lightweight,Silver,22.0,169.0,66.0,4
534,South Korea,Judo,Judo Men's Lightweight,Gold,22.0,172.0,78.0,1
535,South Korea,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,25.0,166.0,67.0,7
536,South Korea,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,23.0,163.0,62.0,1
537,South Korea-2,Table Tennis,Table Tennis Men's Doubles,Bronze,23.0,183.0,74.0,7
538,South Korea,Handball,Handball Women's Handball,Bronze,27.0,162.0,62.0,7
539,North Korea,Judo,Judo Women's Half-Lightweight,Silver,28.0,160.0,52.0,4
540,North Korea,Judo,Judo Women's Half-Lightweight,Gold,32.0,160.0,52.0,1
541,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,18.0,155.0,48.0,1
542,South Korea,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,20.0,170.0,65.0,7
543,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,20.0,170.0,65.0,1
544,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold,20.0,170.0,65.0,1
545,South Korea,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,20.0,170.0,65.0,1
546,Russia,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,28.0,170.0,65.0,1
547,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,28.0,170.0,65.0,1
548,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze,28.0,170.0,65.0,7
549,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,28.0,170.0,65.0,1
550,South Korea,Boxing,Boxing Men's Welterweight,Silver,20.0,174.0,70.0,4
551,China,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver,19.0,173.0,70.0,4
552,China,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,19.0,173.0,70.0,7
553,China,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,23.0,173.0,70.0,7
554,China,Softball,Softball Women's Softball,Silver,23.0,170.0,65.0,4
555,Brazil,Volleyball,Volleyball Women's Volleyball,Bronze,26.0,187.0,73.0,7
556,Brazil,Volleyball,Volleyball Women's Volleyball,Bronze,24.0,183.0,68.0,7
557,Bulgaria,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,24.0,185.0,80.0,7
558,Belarus,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,16.0,171.0,52.0,4
559,Italy,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,23.0,188.0,81.0,4
