,Team,Sport,Event,Medal,Age,Height,Weight
7397,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold,28.0,176.0,72.0
7398,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,32.0,176.0,72.0
7399,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Silver,32.0,176.0,72.0
7400,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,37.0,176.0,72.0
7401,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold,37.0,176.0,72.0
7402,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,40.0,176.0,72.0
7403,Sweden,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,40.0,176.0,72.0
7404,Sweden,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,33.0,182.0,79.0
7405,Sweden,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze,30.0,183.0,87.0
7406,Sweden,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold,30.0,183.0,87.0
7407,Australia,Rowing,Rowing Men's Quadruple Sculls,Bronze,23.0,200.0,100.0
7408,Australia,Rowing,Rowing Men's Coxless Pairs,Gold,35.0,200.0,100.0
7409,United States,Softball,Softball Women's Softball,Gold,24.0,172.0,62.0
7410,Australia,Athletics,Athletics Women's 400 metres,Silver,23.0,164.0,56.0
7411,Australia,Athletics,Athletics Women's 400 metres,Gold,27.0,164.0,56.0
7412,United States,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,22.0,171.0,68.0
7413,United States,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,26.0,171.0,68.0
7414,United States,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,30.0,171.0,68.0
7415,Jamaica,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,27.0,170.0,63.0
7416,Australia,Athletics,Athletics Men's 20 kilometres Walk,Silver,21.0,173.0,67.0
7417,United States,Athletics,Athletics Men's 400 metres,Bronze,21.0,183.0,82.0
7418,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,21.0,183.0,82.0
7419,Switzerland,Curling,Curling Women's Curling,Silver,29.0,166.0,59.0
7420,Switzerland-1,Bobsleigh,Bobsleigh Men's Four,Bronze,26.0,179.0,94.0
7421,Germany,Athletics,Athletics Men's Marathon,Bronze,24.0,177.0,64.0
7422,Sweden,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,26.0,170.0,67.0
7423,Sweden,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver,30.0,170.0,67.0
7424,Sweden,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,38.0,170.0,67.0
7425,Poland,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,25.0,188.0,90.0
7426,East Germany,Athletics,Athletics Men's High Jump,Bronze,18.0,192.0,84.0
7427,West Germany,Hockey,Hockey Men's Hockey,Gold,27.0,182.0,70.0
7428,Germany,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,17.0,186.0,71.0
7429,Germany,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,17.0,186.0,71.0
7430,Germany,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,21.0,186.0,71.0
7431,Brazil,Sailing,Sailing Mixed Multihull,Bronze,24.0,182.0,70.0
7432,Spain,Hockey,Hockey Men's Hockey,Silver,25.0,181.0,85.0
7433,East Germany,Athletics,Athletics Men's 20 kilometres Walk,Gold,33.0,182.0,75.0
7434,East Germany,Athletics,Athletics Men's 20 kilometres Walk,Bronze,37.0,182.0,75.0
7435,Bulgaria,Swimming,Swimming Women's 100 metres Breaststroke,Silver,17.0,168.0,55.0
7436,Bulgaria,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,17.0,168.0,55.0
7437,Germany,Nordic Combined,Nordic Combined Men's Team,Bronze,21.0,174.0,57.0
7438,Germany,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,25.0,174.0,57.0
7439,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,25.0,174.0,57.0
7440,Germany,Football,Football Men's Football,Bronze,22.0,176.0,73.0
7441,West Germany,Water Polo,Water Polo Men's Water Polo,Bronze,29.0,181.0,86.0
7442,Germany,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,25.0,185.0,67.0
7443,Hungary,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,23.0,190.0,80.0
7444,Hungary,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,23.0,190.0,80.0
7445,Yugoslavia,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,23.0,166.0,57.0
7446,West Germany,Rowing,Rowing Men's Coxed Fours,Bronze,21.0,200.0,98.0
7447,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,21.0,180.0,58.0
7448,Israel,Sailing,Sailing Men's Windsurfer,Bronze,20.0,183.0,68.0
7449,Israel,Sailing,Sailing Men's Windsurfer,Gold,28.0,183.0,68.0
7450,Russia,Basketball,Basketball Men's Basketball,Bronze,26.0,196.0,82.0
7451,West Germany,Hockey,Hockey Men's Hockey,Silver,23.0,184.0,78.0
7452,West Germany,Hockey,Hockey Men's Hockey,Silver,27.0,184.0,78.0
7453,Germany,Hockey,Hockey Men's Hockey,Gold,31.0,184.0,78.0
7454,Switzerland,Snowboarding,Snowboarding Women's Boardercross,Gold,30.0,173.0,65.0
7455,East Germany,Swimming,Swimming Women's 200 metres Freestyle,Gold,18.0,173.0,63.0
7456,East Germany,Swimming,Swimming Women's 400 metres Freestyle,Silver,18.0,173.0,63.0
7457,East Germany,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,18.0,173.0,63.0
7458,East Germany,Rowing,Rowing Men's Coxed Eights,Gold,21.0,193.0,93.0
7459,Poland,Fencing,"Fencing Men's Sabre, Team",Bronze,24.0,179.0,78.0
7460,Poland,Fencing,"Fencing Men's Sabre, Team",Bronze,29.0,179.0,78.0
7461,United States,Sailing,Sailing Mixed Three Person Keelboat,Gold,28.0,188.0,89.0
7462,United States,Athletics,Athletics Men's Long Jump,Bronze,23.0,187.0,84.0
7463,Germany,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,21.0,169.0,64.0
7464,Germany,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,25.0,169.0,64.0
7465,Germany,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,29.0,169.0,64.0
7466,Germany,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,29.0,169.0,64.0
7467,Germany,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,33.0,169.0,64.0
7468,Italy,Athletics,"Athletics Men's 3,000 metres Walk",Gold,18.0,171.0,55.0
7469,Italy,Athletics,Athletics Men's 10 kilometres Walk,Gold,18.0,171.0,55.0
7470,Italy,Athletics,Athletics Men's 10 kilometres Walk,Gold,22.0,171.0,55.0
7471,Italy,Athletics,Athletics Men's 50 kilometres Walk,Bronze,30.0,171.0,55.0
7472,Denmark,Swimming,Swimming Women's 800 metres Freestyle,Bronze,20.0,184.0,74.0
7473,Finland,Speed Skating,Speed Skating Men's 500 metres,Bronze,24.0,165.0,72.0
7474,Romania,Rowing,Rowing Women's Coxed Eights,Bronze,20.0,176.0,73.0
7475,Switzerland,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver,26.0,176.0,69.0
7476,France,Boxing,Boxing Men's Featherweight,Gold,19.0,158.0,50.0
7477,Brazil,Basketball,Basketball Men's Basketball,Bronze,23.0,193.0,92.0
7478,Germany,Handball,Handball Men's Handball,Silver,29.0,189.0,89.0
7479,Canada,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,19.0,160.0,51.0
7480,Iceland,Judo,Judo Men's Half-Heavyweight,Bronze,28.0,190.0,95.0
7481,Germany,Triathlon,Triathlon Men's Olympic Distance,Gold,26.0,194.0,75.0
7482,Switzerland,Rowing,Rowing Men's Coxed Fours,Bronze,20.0,176.0,52.0
7483,East Germany,Rowing,Rowing Women's Coxed Fours,Gold,21.0,182.0,74.0
7484,Sweden,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,18.0,184.0,83.0
7485,Sweden,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,22.0,184.0,83.0
7486,Sweden,Swimming,Swimming Men's 100 metres Butterfly,Gold,26.0,184.0,83.0
7487,Soviet Union,Boxing,Boxing Men's Light-Welterweight,Silver,23.0,177.0,63.0
7488,Soviet Union,Rowing,Rowing Women's Quadruple Sculls,Silver,23.0,182.0,82.0
7489,Ukraine,Rowing,Rowing Women's Quadruple Sculls,Silver,31.0,182.0,82.0
7490,Soviet Union,Hockey,Hockey Women's Hockey,Bronze,26.0,160.0,57.0
7491,Soviet Union,Rowing,Rowing Women's Coxed Eights,Silver,31.0,146.0,46.0
7492,Denmark,Football,Football Men's Football,Silver,34.0,183.0,80.0
7493,Germany,Taekwondo,Taekwondo Women's Welterweight,Bronze,24.0,175.0,67.0
7494,West Germany,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,19.0,176.0,64.0
7495,Liechtenstein,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze,30.0,178.0,70.0
7496,Liechtenstein,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze,23.0,180.0,78.0
7497,Great Britain,Cycling,Cycling Men's Individual Time Trial,Bronze,27.0,185.0,69.0
7498,Great Britain,Cycling,Cycling Men's Individual Time Trial,Bronze,31.0,185.0,69.0
7499,Russia,Fencing,"Fencing Men's Sabre, Team",Gold,22.0,186.0,89.0
7500,Italy,Football,Football Men's Football,Gold,25.0,170.0,68.0
7501,Denmark,Cycling,Cycling Men's Points Race,Gold,27.0,184.0,76.0
7502,Denmark,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,25.0,181.0,71.0
7503,Denmark,Handball,Handball Women's Handball,Gold,22.0,174.0,72.0
7504,Denmark,Handball,Handball Women's Handball,Gold,26.0,174.0,72.0
7505,Austria,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,39.0,178.0,86.0
7506,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,21.0,173.0,77.0
7507,Canada,Curling,Curling Men's Curling,Gold,35.0,175.0,80.0
7508,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,20.0,175.0,78.0
7509,China,Hockey,Hockey Women's Hockey,Silver,30.0,166.0,57.0
7510,China-1,Badminton,Badminton Men's Doubles,Silver,24.0,181.0,78.0
7511,China-1,Badminton,Badminton Men's Doubles,Gold,28.0,181.0,78.0
7512,China-1,Badminton,Badminton Men's Doubles,Gold,32.0,181.0,78.0
7513,China,Diving,Diving Women's Platform,Gold,13.0,160.0,48.0
7514,China,Diving,Diving Women's Springboard,Gold,17.0,160.0,48.0
7515,China,Diving,Diving Women's Platform,Gold,17.0,160.0,48.0
7516,China,Diving,Diving Women's Springboard,Gold,22.0,160.0,48.0
7517,China,Diving,Diving Women's Synchronized Springboard,Silver,22.0,160.0,48.0
7518,China,Swimming,Swimming Women's 100 metres Backstroke,Bronze,20.0,179.0,63.0
7519,Germany,Hockey,Hockey Men's Hockey,Gold,20.0,185.0,74.0
7520,Germany,Hockey,Hockey Men's Hockey,Bronze,24.0,185.0,74.0
7521,United States,Athletics,Athletics Men's Shot Put,Bronze,20.0,187.0,101.0
7522,United States,Athletics,Athletics Men's Shot Put,Bronze,24.0,187.0,101.0
7523,Switzerland,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,45.0,168.0,73.0
7524,East Germany,Athletics,Athletics Women's Javelin Throw,Gold,25.0,169.0,71.0
7525,East Germany,Athletics,Athletics Women's Javelin Throw,Gold,29.0,169.0,71.0
7526,Spain,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,25.0,169.0,58.0
7527,Spain,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,25.0,169.0,58.0
7528,Spain,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,29.0,169.0,58.0
7529,Spain,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,29.0,169.0,58.0
7530,Germany,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze,23.0,174.0,72.0
7531,Denmark,Cycling,"Cycling Men's Road Race, Individual",Silver,31.0,183.0,69.0
7532,Germany,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,20.0,176.0,75.0
7533,Germany,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,27.0,168.0,60.0
7534,Japan-1,Badminton,Badminton Women's Doubles,Silver,23.0,160.0,60.0
7535,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,22.0,165.0,54.0
7536,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,26.0,165.0,54.0
7537,Japan,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,23.0,184.0,82.0
7538,Japan,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,27.0,184.0,82.0
7539,Japan,Softball,Softball Women's Softball,Silver,28.0,165.0,62.0
7540,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,25.0,165.0,55.0
7541,Japan,Baseball,Baseball Men's Baseball,Bronze,26.0,173.0,71.0
7542,Japan,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,24.0,167.0,62.0
7543,Japan,Softball,Softball Women's Softball,Gold,27.0,160.0,58.0
7544,Japan,Gymnastics,Gymnastics Men's Team All-Around,Gold,26.0,166.0,61.0
7545,Japan,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,176.0,62.0
7546,Japan,Volleyball,Volleyball Women's Volleyball,Gold,21.0,155.0,56.0
7547,Japan,Volleyball,Volleyball Men's Volleyball,Gold,23.0,192.0,85.0
7548,Japan,Baseball,Baseball Men's Baseball,Silver,19.0,182.0,84.0
7549,Japan,Baseball,Baseball Men's Baseball,Bronze,27.0,182.0,84.0
7550,Japan,Table Tennis,Table Tennis Women's Team,Silver,23.0,156.0,48.0
7551,Japan,Table Tennis,Table Tennis Women's Team,Bronze,27.0,156.0,48.0
7552,Japan,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,170.0,71.0
7553,Japan,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,24.0,170.0,71.0
7554,Japan,Football,Football Women's Football,Silver,28.0,165.0,66.0
7555,Japan,Volleyball,Volleyball Women's Volleyball,Silver,22.0,169.0,63.0
7556,Poland,Rowing,Rowing Women's Double Sculls,Bronze,25.0,173.0,70.0
7557,Poland,Rowing,Rowing Women's Double Sculls,Gold,29.0,173.0,70.0
7558,Romania,Boxing,Boxing Men's Light-Welterweight,Bronze,25.0,173.0,63.0
7559,Spain,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,28.0,169.0,50.0
7560,Germany,Gymnastics,Gymnastics Men's Team All-Around,Bronze,25.0,168.0,62.0
7561,East Germany,Gymnastics,Gymnastics Men's Team All-Around,Bronze,29.0,168.0,62.0
7562,United States,Rowing,Rowing Women's Coxless Fours,Silver,24.0,188.0,82.0
7563,Hungary,Fencing,"Fencing Men's Foil, Team",Bronze,20.0,180.0,73.0
7564,Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,22.0,180.0,78.0
7565,Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,30.0,180.0,78.0
7566,Germany,Cycling,Cycling Men's Points Race,Bronze,34.0,180.0,78.0
7567,Cuba,Baseball,Baseball Men's Baseball,Gold,27.0,185.0,72.0
7568,Japan,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,22.0,175.0,62.0
7569,Japan,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,22.0,175.0,62.0
7570,Japan,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,22.0,175.0,62.0
7571,Cuba,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,28.0,169.0,74.0
7572,Canada,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,21.0,163.0,43.0
7573,West Germany,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,28.0,187.0,83.0
7574,West Germany,Football,Football Men's Football,Bronze,30.0,193.0,86.0
7575,West Germany,Fencing,"Fencing Women's Foil, Team",Gold,18.0,180.0,63.0
7576,West Germany,Fencing,"Fencing Women's Foil, Individual",Bronze,22.0,180.0,63.0
7577,West Germany,Fencing,"Fencing Women's Foil, Team",Gold,22.0,180.0,63.0
7578,Germany,Fencing,"Fencing Women's Foil, Team",Silver,26.0,180.0,63.0
7579,West Germany,Rowing,Rowing Men's Coxless Fours,Bronze,26.0,190.0,89.0
7580,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,31.0,168.0,68.0
7581,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,35.0,168.0,68.0
7582,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,35.0,168.0,68.0
7583,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,175.0,64.0
7584,United States,Swimming,Swimming Men's 200 metres Freestyle,Gold,19.0,183.0,73.0
7585,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,19.0,183.0,73.0
7586,United States,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,19.0,193.0,80.0
7587,Germany,Gymnastics,Gymnastics Men's Team All-Around,Bronze,27.0,172.0,70.0
7588,Germany,Hockey,Hockey Men's Hockey,Gold,23.0,190.0,89.0
7589,Germany,Hockey,Hockey Men's Hockey,Gold,27.0,190.0,89.0
7590,Germany,Hockey,Hockey Men's Hockey,Bronze,31.0,190.0,89.0
7591,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,18.0,158.0,43.0
7592,Japan,Volleyball,Volleyball Women's Volleyball,Silver,25.0,172.0,66.0
7593,Japan,Archery,Archery Men's Individual,Silver,27.0,174.0,89.0
7594,Norway,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,31.0,182.0,95.0
7595,Italy-1,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,30.0,168.0,51.0
7596,Japan,Cycling,Cycling Men's Team Sprint,Silver,28.0,181.0,85.0
7597,Germany,Football,Football Women's Football,Bronze,25.0,168.0,57.0
7598,Germany,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,25.0,164.0,72.0
7599,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,27.0,197.0,91.0
7600,Bahamas,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,21.0,165.0,64.0
7601,Bahamas,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,25.0,165.0,64.0
7602,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,28.0,186.0,91.0
7603,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,32.0,186.0,91.0
7604,Soviet Union,Football,Football Men's Football,Bronze,20.0,170.0,72.0
7605,Soviet Union,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze,28.0,160.0,55.0
7606,Soviet Union,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,28.0,160.0,55.0
7607,Soviet Union,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,32.0,160.0,55.0
7608,Russia,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,21.0,172.0,75.0
7609,United States,Football,Football Women's Football,Gold,31.0,173.0,61.0
7610,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,29.0,180.0,77.0
7611,Spain,Hockey,Hockey Women's Hockey,Gold,19.0,170.0,64.0
7612,Egypt,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,24.0,182.0,84.0
7613,Egypt,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,32.0,182.0,84.0
7614,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,22.0,190.0,81.0
7615,Italy,Weightlifting,Weightlifting Men's Featherweight,Gold,19.0,170.0,59.0
7616,Italy,Weightlifting,Weightlifting Men's Featherweight,Silver,23.0,170.0,59.0
7617,United States,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,23.0,175.0,68.0
7618,Germany,Sailing,Sailing Mixed Multihull,Bronze,35.0,182.0,76.0
7619,Romania,Gymnastics,Gymnastics Women's Team All-Around,Silver,14.0,142.0,37.0
7620,Hungary,Fencing,"Fencing Men's epee, Team",Gold,32.0,183.0,67.0
7621,Spain,Football,Football Men's Football,Silver,21.0,178.0,70.0
7622,Brazil,Football,Football Men's Football,Gold,19.0,178.0,68.0
7623,Brazil,Football,Football Men's Football,Gold,19.0,175.0,68.0
7624,Netherlands,Rowing,Rowing Men's Coxed Eights,Silver,25.0,195.0,99.0
7625,Poland,Football,Football Men's Football,Gold,26.0,170.0,69.0
7626,France,Basketball,Basketball Men's Basketball,Silver,31.0,205.0,105.0
7627,Nigeria,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,20.0,178.0,77.0
7628,Bulgaria,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,39.0,178.0,82.0
7629,Kazakhstan,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,26.0,176.0,84.0
7630,Romania,Rowing,Rowing Women's Coxed Eights,Gold,21.0,178.0,76.0
7631,Romania,Rowing,Rowing Women's Coxed Eights,Gold,25.0,178.0,76.0
7632,Romania,Rowing,Rowing Women's Coxed Eights,Gold,29.0,178.0,76.0
7633,Russia,Fencing,"Fencing Women's Foil, Team",Silver,24.0,174.0,64.0
7634,France,Judo,Judo Men's Lightweight,Bronze,29.0,172.0,72.0
7635,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,21.0,183.0,84.0
7636,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze,18.0,184.0,75.0
7637,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,22.0,184.0,75.0
7638,Canada,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,26.0,184.0,75.0
7639,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze,26.0,184.0,75.0
7640,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,26.0,184.0,75.0
7641,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,21.0,170.0,70.0
7642,Argentina,Football,Football Men's Football,Gold,22.0,176.0,65.0
7643,Italy,Cycling,Cycling Men's Sprint,Gold,21.0,168.0,66.0
7644,Italy,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,21.0,168.0,66.0
7645,United States,Rowing,Rowing Men's Quadruple Sculls,Silver,26.0,193.0,93.0
7646,France,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,33.0,179.0,72.0
7647,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,25.0,170.0,57.0
7648,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,29.0,170.0,57.0
7649,United States,Swimming,Swimming Men's 100 metres Freestyle,Gold,25.0,185.0,73.0
