,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
10936,104036,52643,,M,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,30.0,174.0,70.0
10937,104044,52649,,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze,28.0,169.0,71.0
10938,104097,52668,,M,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,28.0,172.0,57.0
10939,104110,52675,,F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver,22.0,164.0,62.0
10940,104111,52675,,F,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze,26.0,164.0,62.0
10941,104128,52683,,F,Japan,JPN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Women's Singles,Silver,22.0,145.0,44.0
10942,104131,52685,,F,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze,15.0,150.0,45.0
10943,104140,52691,,F,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold,32.0,163.0,61.0
10944,104157,52702,,M,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Bronze,21.0,183.0,76.0
10945,104185,52716,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,21.0,186.0,75.0
10946,104208,52731,,M,Romania,ROU,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres",Silver,26.0,168.0,73.0
10947,104228,52744,,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Gold,25.0,170.0,57.0
10948,104229,52744,,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",Silver,25.0,170.0,57.0
10949,104255,52755,,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Gold,27.0,164.0,56.0
10950,104266,52760,,M,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Bronze,20.0,194.0,78.0
10951,104267,52760,,M,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,Bronze,20.0,194.0,78.0
10952,104272,52761,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,27.0,189.0,106.0
10953,104294,52765,,F,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,16.0,170.0,53.0
10954,104295,52765,,F,Belarus,BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,20.0,170.0,53.0
10955,104305,52773,,M,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,23.0,176.0,94.0
10956,104306,52774,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,25.0,158.0,52.0
10957,104331,52786,,M,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,24.0,192.0,90.0
10958,104335,52790,,M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0,176.0,83.0
10959,104341,52794,,M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Silver,21.0,179.0,73.0
10960,104346,52796,,M,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,27.0,175.0,78.0
10961,104366,52809,,M,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Flyweight,Gold,20.0,155.0,54.0
10962,104383,52816,,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,28.0,175.0,74.0
10963,104394,52824,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold,22.0,188.0,98.0
10964,104395,52824,,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze,30.0,188.0,98.0
10965,104397,52825,,M,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold,24.0,180.0,74.0
10966,104408,52829,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Gold,26.0,190.0,92.0
10967,104418,52836,,M,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,23.0,168.0,62.0
10968,104419,52836,,M,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,27.0,168.0,62.0
10969,104421,52837,,M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,28.0,178.0,75.0
10970,104433,52846,,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze,28.0,194.0,92.0
10971,104443,52851,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,28.0,184.0,85.0
10972,104444,52852,,M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Single Sculls,Gold,18.0,188.0,85.0
10973,104445,52852,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Single Sculls,Gold,22.0,188.0,85.0
10974,104446,52852,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Single Sculls,Gold,26.0,188.0,85.0
10975,104456,52860,,F,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,21.0,169.0,66.0
10976,104458,52861,,F,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Women's Singles,Bronze,21.0,159.0,48.0
10977,104461,52863,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Heavyweight,Silver,29.0,172.0,70.0
10978,104462,52864,,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,23.0,183.0,68.0
10979,104469,52870,,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Silver,33.0,160.0,50.0
10980,104472,52871,,F,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver,22.0,173.0,70.0
10981,104480,52875,,F,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze,29.0,176.0,68.0
10982,104482,52877,,F,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,18.0,173.0,46.0
10983,104507,52886,,M,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,19.0,187.0,80.0
10984,104516,52892,,M,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,177.0,85.0
10985,104527,52899,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Bronze,42.0,171.0,62.0
10986,104545,52912,,M,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze,29.0,182.0,83.0
10987,104553,52916,,M,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,Bronze,29.0,175.0,80.0
10988,104554,52917,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Silver,23.0,198.0,98.0
10989,104559,52920,,M,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Backstroke,Silver,19.0,180.0,72.0
10990,104561,52920,,M,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,Bronze,23.0,180.0,72.0
10991,104562,52920,,M,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,23.0,180.0,72.0
10992,104564,52922,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Bronze,23.0,200.0,98.0
10993,104566,52923,,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Gold,22.0,185.0,80.0
10994,104567,52924,,M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Silver,22.0,179.0,76.0
10995,104570,52926,,M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze,23.0,189.0,89.0
10996,104580,52932,,F,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,22.0,165.0,57.0
10997,104581,52932,,F,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,22.0,165.0,57.0
10998,104597,52939,,F,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver,19.0,153.0,49.0
10999,104600,52941,,F,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze,24.0,165.0,60.0
11000,104603,52943,,F,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Silver,23.0,168.0,62.0
11001,104604,52943,,F,Japan,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Silver,27.0,168.0,62.0
11002,104617,52948,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,23.0,190.0,76.0
11003,104642,52962,,M,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,20.0,175.0,78.0
11004,104649,52963,,F,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,Gold,14.0,159.0,50.0
11005,104662,52970,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,29.0,180.0,74.0
11006,104667,52972,,F,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver,25.0,162.0,55.0
11007,104699,52994,,F,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze,18.0,164.0,52.0
11008,104700,52994,,F,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,Gold,18.0,164.0,52.0
11009,104704,52994,,F,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze,22.0,164.0,52.0
11010,104706,52994,,F,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Horse Vault,Gold,22.0,164.0,52.0
11011,104723,53004,,M,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Silver,29.0,185.0,91.0
11012,104728,53007,,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,16.0,192.0,90.0
11013,104730,53007,,M,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,20.0,192.0,90.0
11014,104736,53011,,F,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,25.0,173.0,71.0
11015,104737,53011,,F,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,29.0,173.0,71.0
11016,104743,53016,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,Silver,22.0,173.0,90.0
11017,104758,53023,,M,United States,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,22.0,175.0,73.0
11018,104760,53025,,M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Gold,21.0,190.0,91.0
11019,104762,53025,,M,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Bronze,29.0,190.0,91.0
11020,104774,53031,,M,Estonia,EST,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Silver,38.0,192.0,96.0
11021,104775,53031,,M,Estonia,EST,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Silver,42.0,192.0,96.0
11022,104778,53032,,F,Netherlands,NED,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,29.0,167.0,70.0
11023,104814,53055,,M,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Silver,22.0,192.0,72.0
11024,104859,53079,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,Bronze,22.0,184.0,86.0
11025,104864,53083,,M,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,Bronze,25.0,178.0,77.0
11026,104886,53090,,M,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",Gold,21.0,176.0,67.0
11027,104889,53091,,M,United States,USA,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,34.0,185.0,84.0
11028,104896,53094,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Bronze,25.0,173.0,69.0
11029,104900,53098,,M,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Silver,21.0,182.0,75.0
11030,104931,53116,,F,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Bronze,21.0,184.0,76.0
11031,104962,53128,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,27.0,175.0,82.0
11032,104963,53129,,F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,19.0,196.0,85.0
11033,104964,53129,,F,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,23.0,196.0,85.0
11034,104965,53129,,F,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,27.0,196.0,85.0
11035,104966,53129,,F,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,31.0,196.0,85.0
11036,104976,53134,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold,22.0,206.0,107.0
11037,104978,53136,,F,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,Gold,20.0,172.0,66.0
11038,104979,53136,,F,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,Gold,20.0,172.0,66.0
11039,104995,53144,,M,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,Gold,22.0,199.0,86.0
11040,104998,53145,,F,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Bronze,22.0,173.0,61.0
11041,104999,53145,,F,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,22.0,173.0,61.0
11042,105003,53149,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Bronze,29.0,190.0,81.0
11043,105008,53153,,F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,19.0,170.0,58.0
11044,105017,53156,,F,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Silver,27.0,178.0,61.0
11045,105029,53162,,M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver,22.0,170.0,70.0
11046,105036,53168,,M,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Silver,25.0,185.0,82.0
11047,105037,53169,,F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22.0,167.0,57.0
11048,105038,53169,,F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,22.0,167.0,57.0
11049,105040,53171,,M,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,23.0,179.0,70.0
11050,105054,53178,,F,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Boardercross,Silver,20.0,168.0,64.0
11051,105058,53180,,M,United States-1,USA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,22.0,175.0,75.0
11052,105061,53182,,M,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze,29.0,193.0,95.0
11053,105065,53186,,M,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold,28.0,180.0,81.0
11054,105068,53188,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,Silver,23.0,185.0,82.0
11055,105069,53188,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,23.0,185.0,82.0
11056,105070,53188,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,23.0,185.0,82.0
11057,105071,53189,,M,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze,22.0,178.0,64.0
11058,105078,53192,,M,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,24.0,175.0,70.0
11059,105099,53202,,F,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,17.0,155.0,51.0
11060,105112,53205,,M,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,24.0,173.0,59.0
11061,105161,53220,,M,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Gold,28.0,194.0,90.0
11062,105165,53221,,M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,24.0,182.0,79.0
11063,105175,53227,,M,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Gold,29.0,180.0,71.0
11064,105178,53228,,F,United States,USA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Sabre, Individual",Bronze,21.0,170.0,70.0
11065,105179,53228,,F,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Silver,25.0,170.0,70.0
11066,105180,53228,,F,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze,25.0,170.0,70.0
11067,105241,53245,,M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold,20.0,188.0,80.0
11068,105290,53268,,F,United States,USA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,26.0,172.0,64.0
11069,105293,53269,,M,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight II,Silver,26.0,190.0,110.0
11070,105306,53277,,M,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,27.0,185.0,99.0
11071,105321,53283,,M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,25.0,185.0,77.0
11072,105329,53289,,M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze,22.0,198.0,91.0
11073,105333,53292,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,23.0,193.0,84.0
11074,105350,53301,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze,29.0,187.0,83.0
11075,105354,53304,,M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Bronze,24.0,160.0,59.0
11076,105362,53305,,M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,27.0,188.0,65.0
11077,105377,53311,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,19.0,190.0,82.0
11078,105378,53311,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,19.0,190.0,82.0
11079,105379,53311,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,Silver,23.0,190.0,82.0
11080,105380,53311,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,23.0,190.0,82.0
11081,105381,53311,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,23.0,190.0,82.0
11082,105382,53311,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,Bronze,27.0,190.0,82.0
11083,105383,53311,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,27.0,190.0,82.0
11084,105392,53313,,M,Norway,NOR,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,25.0,178.0,89.0
11085,105419,53325,,M,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0,189.0,102.0
11086,105421,53325,,M,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,33.0,189.0,102.0
11087,105435,53335,,F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Double Sculls,Silver,23.0,174.0,69.0
11088,105442,53338,,F,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 400 metres,Silver,24.0,170.0,57.0
11089,105443,53338,,F,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,24.0,170.0,57.0
11090,105446,53339,,M,United States,USA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,Gold,29.0,188.0,89.0
11091,105465,53350,,F,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Bronze,20.0,176.0,59.0
11092,105466,53350,,F,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,20.0,176.0,59.0
11093,105469,53350,,F,Norway,NOR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,24.0,176.0,59.0
